CUST_ID,TENURE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,cluster
C15210,8,4,3,3,0,0,10,1,2,2,0,0,3,1,1,1,0,3
C15211,12,10,0,0,0,5,0,4,0,0,0,4,5,2,3,0,4,1
C15212,12,7,0,0,0,3,2,3,0,0,0,4,4,4,2,0,3,1
C15213,12,10,10,0,10,0,0,1,1,0,1,0,4,1,1,5,0,0
C15214,12,10,5,5,0,0,0,1,3,3,0,0,4,2,1,2,0,3
C15215,12,10,6,4,2,0,2,1,2,1,1,0,2,1,1,2,0,0
C15216,12,6,1,1,0,0,0,1,1,1,0,0,4,1,1,1,0,3
C15217,12,10,10,0,10,0,3,1,1,0,1,0,4,3,1,4,0,0
C15218,12,7,9,1,9,0,2,3,3,2,1,0,6,5,2,3,0,2
C15219,12,9,9,1,8,0,5,1,2,1,2,0,4,2,1,3,0,0
C15220,12,2,0,0,0,1,10,1,0,0,0,3,3,5,1,0,1,3
C15221,12,10,10,10,10,0,10,1,3,3,2,0,5,3,1,5,0,2
C15222,12,10,0,0,0,4,0,3,0,0,0,3,3,1,6,0,3,1
C15223,12,10,10,3,10,0,4,1,3,1,2,0,2,1,1,5,0,0
C15224,12,8,8,0,8,0,4,1,1,0,1,0,3,1,1,2,0,0
C15225,10,2,1,1,0,0,0,1,1,1,0,0,3,3,2,1,0,3
C15226,12,10,0,0,0,5,0,3,0,0,0,4,5,3,1,0,2,1
C15227,12,10,5,5,0,0,2,1,1,1,0,0,5,3,1,3,0,3
C15228,12,10,0,0,0,1,0,3,0,0,0,2,3,1,1,0,1,3
C15229,12,10,9,6,9,0,3,3,5,3,5,0,5,5,1,7,0,2
C15230,12,10,8,8,0,0,0,3,3,3,0,0,4,3,1,3,0,2
C15232,12,10,7,6,2,4,2,2,4,4,1,3,4,4,1,6,2,2
C15233,12,10,10,6,10,0,0,3,4,1,4,0,5,4,1,7,0,2
C15234,12,10,5,0,5,1,0,3,2,0,2,1,3,3,3,2,1,0
C15235,12,10,8,7,5,0,8,1,3,3,1,0,3,4,1,4,0,2
C15236,12,10,0,0,0,5,0,3,0,0,0,1,3,1,2,0,1,3
C15237,12,10,9,0,8,1,7,1,3,0,3,1,3,3,1,2,1,0
C15239,12,10,10,10,6,3,0,3,4,3,3,2,3,3,1,6,1,2
C15240,12,10,10,0,10,0,1,1,2,0,2,0,5,3,1,3,0,0
C15241,12,5,0,0,0,1,0,1,0,0,0,3,3,1,1,0,1,3
C15242,12,10,0,0,0,2,0,3,0,0,0,1,3,1,5,0,1,1
C15243,11,10,8,2,6,0,0,2,2,1,1,0,4,1,1,4,0,0
C15244,12,2,1,1,0,0,0,1,1,1,0,0,6,1,1,1,0,3
C15245,12,2,1,1,0,0,0,1,1,1,0,0,3,1,1,1,0,3
C15246,12,10,1,1,0,3,1,4,1,1,0,5,5,5,3,1,5,1
C15247,12,10,0,0,0,3,0,3,0,0,0,1,3,1,1,0,1,3
C15248,12,4,3,0,2,0,2,1,1,0,1,0,3,1,1,1,0,3
C15249,12,10,3,0,3,0,0,2,1,0,1,0,5,3,1,1,0,3
C15250,12,10,6,6,0,0,0,3,3,3,0,0,3,2,2,5,0,2
C15251,12,10,4,2,1,1,1,3,3,3,1,4,5,3,2,1,2,1
C15252,12,0,0,0,0,1,0,0,0,0,0,1,3,5,2,0,1,3
C15253,11,10,8,7,1,0,0,2,2,1,1,0,3,1,1,6,0,0
C15254,12,10,5,2,2,0,0,2,1,1,1,0,3,2,1,1,0,3
C15255,12,10,10,0,10,0,10,1,3,0,3,0,4,3,1,5,0,0
C15256,12,10,10,2,8,3,0,5,3,1,3,3,5,4,5,8,1,2
C15257,12,10,2,0,2,0,0,2,1,0,1,0,2,1,2,1,0,3
C15258,12,7,1,0,1,0,0,1,1,0,1,0,3,1,1,1,0,3
C15259,12,2,1,0,1,0,4,1,1,0,1,0,5,2,1,1,0,3
C15260,12,10,5,5,0,0,1,1,1,1,0,0,3,2,1,2,0,3
C15261,12,10,8,2,6,10,1,3,2,1,2,4,3,4,2,4,7,1
C15262,12,2,1,0,1,0,0,1,1,0,1,0,3,1,1,1,0,3
C15263,12,10,10,0,9,3,0,3,3,0,3,4,5,3,2,4,1,0
C15264,12,10,5,1,4,0,2,1,1,1,1,0,3,1,1,2,0,0
C15265,12,10,9,5,8,0,0,3,3,3,2,0,4,3,2,5,0,2
C15266,12,10,0,0,0,1,0,3,0,0,0,3,4,2,2,0,1,3
C15267,12,10,1,0,1,0,0,2,1,0,1,0,3,1,1,1,0,3
C15268,12,10,0,0,0,5,0,4,0,0,0,3,4,3,3,0,2,1
C15269,11,10,0,0,0,1,0,3,0,0,0,2,3,1,1,0,1,3
C15270,12,8,1,1,0,0,0,1,1,1,0,0,3,1,1,1,0,3
C15271,12,10,0,0,0,2,0,3,0,0,0,2,3,2,2,0,1,3
C15272,12,10,10,0,10,0,5,1,2,0,2,0,3,2,1,3,0,0
C15273,12,10,10,10,3,0,8,1,3,2,2,0,4,3,1,5,0,2
C15274,12,10,10,8,7,0,0,3,4,4,2,0,5,4,1,6,0,2
C15275,12,10,5,5,2,0,0,3,2,2,1,0,3,2,1,3,0,3
C15276,12,8,7,0,7,0,0,1,1,0,1,0,2,1,1,2,0,0
C15277,12,10,3,1,2,5,0,5,1,1,1,3,5,3,3,1,4,1
C15278,12,10,10,0,10,0,8,1,2,0,2,0,4,2,1,4,0,0
C15279,12,10,0,0,0,9,0,3,0,0,0,5,5,3,2,0,4,1
C15280,12,10,10,2,10,0,0,3,3,1,3,0,5,5,2,7,0,2
C15281,12,10,10,10,8,0,9,1,4,3,3,0,5,4,1,7,0,2
C15282,12,10,10,6,10,1,1,3,3,3,2,1,3,3,1,6,1,2
C15283,12,0,4,0,4,0,0,0,1,0,1,0,4,1,2,1,0,3
C15284,12,10,1,1,0,6,1,5,1,1,0,5,5,5,3,1,6,1
C15285,12,10,5,1,3,5,0,4,1,1,1,3,5,3,3,2,2,1
C15286,12,9,0,0,0,3,2,3,0,0,0,3,4,4,2,0,1,1
C15287,12,10,7,0,6,1,0,3,2,0,2,1,3,2,2,4,1,0
C15288,12,10,7,5,3,0,4,1,2,1,1,0,4,2,1,3,0,0
C15289,12,10,1,1,0,3,0,3,1,1,0,3,3,3,2,1,2,1
C15290,12,10,0,0,0,1,0,3,0,0,0,1,3,1,1,0,1,3
C15291,12,10,1,1,0,4,0,3,1,1,0,3,3,1,1,1,1,3
C15292,12,6,4,0,4,0,0,2,1,0,1,0,3,3,1,2,0,3
C15293,12,10,10,0,10,0,1,1,1,0,1,0,5,1,1,4,0,0
C15294,8,5,9,2,9,0,4,1,3,2,2,0,2,4,1,2,0,0
C15295,12,10,3,3,0,0,1,1,1,1,0,0,3,2,1,1,0,3
C15296,12,10,3,3,0,1,1,2,1,1,0,1,3,3,1,1,1,3
C15297,11,8,0,0,0,2,0,1,0,0,0,1,3,1,1,0,1,3
C15298,12,10,10,10,10,0,10,2,5,4,3,0,5,5,1,8,0,2
C15299,9,10,0,0,0,7,0,5,0,0,0,4,5,2,3,0,2,1
C15300,12,10,0,0,0,1,0,3,0,0,0,1,3,2,5,0,1,1
C15301,12,10,10,10,8,0,9,1,5,5,2,0,4,5,1,8,0,2
C15302,6,10,10,0,9,0,0,1,1,0,1,0,3,1,2,2,0,0
C15303,8,10,0,0,0,3,0,3,0,0,0,3,3,1,1,0,1,3
C15304,11,10,10,3,9,0,5,1,3,1,2,0,4,2,1,5,0,0
C15305,12,5,9,0,9,0,0,1,1,0,1,0,3,1,1,2,0,0
C15306,12,10,0,0,0,2,0,3,0,0,0,2,4,2,1,0,1,3
C15307,12,6,0,0,0,1,2,1,0,0,0,3,3,3,1,0,1,3
C15308,12,10,0,0,0,4,0,3,0,0,0,3,5,3,1,0,1,1
C15309,12,7,6,1,5,0,10,1,2,1,2,0,3,2,1,4,0,0
C15310,12,10,9,3,7,2,0,2,1,1,1,1,4,1,1,3,1,0
C15311,6,7,0,0,0,5,0,3,0,0,0,4,3,2,1,0,4,1
C15312,12,8,7,1,7,0,0,1,3,1,3,0,5,4,1,3,0,0
C15313,12,10,10,7,10,0,0,3,4,3,3,0,5,3,2,8,0,2
C15314,12,10,1,1,0,0,0,3,1,1,0,0,5,2,2,1,0,3
C15315,8,9,2,2,0,0,0,2,1,1,0,0,2,1,1,1,0,3
C15316,8,10,0,0,0,9,0,4,0,0,0,5,5,2,3,0,5,1
C15317,12,10,0,0,0,3,0,3,0,0,0,1,3,1,2,0,1,3
C15318,12,6,6,0,6,0,2,1,1,0,1,0,3,1,1,2,0,0
C15319,7,10,10,2,9,0,4,1,3,2,2,0,2,3,1,2,0,0
C15320,12,10,10,4,8,0,9,1,3,2,3,0,4,3,1,5,0,2
C15321,12,10,7,5,6,2,0,4,3,2,2,3,4,3,3,6,1,2
C15322,12,10,10,0,10,3,0,4,1,0,1,3,4,2,3,3,2,1
C15323,12,10,0,0,0,6,0,5,0,0,0,3,5,3,3,0,5,1
C15324,12,0,8,0,8,0,0,0,2,0,2,0,4,0,2,2,0,0
C15325,12,1,0,0,0,1,0,1,0,0,0,1,3,0,2,0,1,3
C15326,12,10,1,1,0,3,0,4,1,1,0,3,4,3,2,1,1,1
C15327,6,9,9,4,7,7,0,2,1,1,1,2,3,1,1,2,2,1
C15328,12,8,7,0,6,0,0,1,1,0,1,0,5,1,1,2,0,0
C15329,12,8,0,0,0,1,0,3,0,0,0,3,3,2,2,0,1,3
C15330,12,6,5,1,4,0,0,2,3,2,2,0,4,5,1,3,0,2
C15331,12,10,6,6,0,0,0,2,2,2,0,0,3,3,3,2,0,3
C15332,12,10,5,0,5,0,5,1,1,0,1,0,5,1,1,2,0,0
C15333,12,10,1,1,0,1,0,3,1,1,0,1,3,2,2,1,1,3
C15334,12,10,10,5,10,1,10,1,3,2,3,1,3,3,1,6,1,2
C15335,12,10,10,0,10,0,5,1,1,0,1,0,4,1,1,3,0,0
C15336,12,10,0,0,0,4,0,2,0,0,0,3,3,1,1,0,2,3
C15337,9,2,0,0,0,2,0,1,0,0,0,3,3,0,2,0,2,3
C15338,12,8,3,1,2,4,4,1,2,1,1,3,4,3,1,1,2,3
C15339,12,10,10,7,10,0,0,3,4,3,3,0,5,4,1,7,0,2
C15341,12,10,4,1,3,1,0,3,2,1,1,1,3,3,3,2,1,3
C15342,12,10,8,0,7,1,0,3,2,0,2,1,3,2,3,4,1,0
C15343,12,10,10,4,10,2,1,3,4,3,3,4,5,3,2,6,1,2
C15344,12,10,3,2,2,7,6,1,2,2,1,5,3,5,1,3,4,1
C15345,12,10,10,10,0,0,10,1,2,2,0,0,5,2,1,3,0,2
C15346,12,10,10,0,10,0,9,1,3,0,3,0,4,3,1,3,0,0
C15347,12,10,1,1,0,2,0,5,1,1,0,3,5,3,3,1,1,1
C15348,6,10,10,7,9,0,10,1,3,1,3,0,4,3,1,5,0,0
C15349,6,2,0,0,0,2,0,1,0,0,0,1,4,1,1,0,1,3
C15350,12,10,0,0,0,3,0,5,0,0,0,1,5,3,3,0,1,1
C15351,12,10,5,4,3,0,0,2,3,2,1,0,3,1,1,2,0,0
C15352,12,6,6,0,6,0,9,1,2,0,2,0,3,3,1,3,0,0
C15353,12,10,9,0,8,2,2,1,1,0,1,1,5,1,1,2,1,0
C15354,12,10,10,9,9,4,0,5,3,3,2,3,6,3,3,6,2,2
C15355,12,10,0,0,0,1,1,1,0,0,0,2,3,2,1,0,1,3
C15356,7,2,2,2,0,0,0,1,1,1,0,0,3,0,2,1,0,3
C15357,12,10,0,0,0,3,0,3,0,0,0,2,3,3,2,0,2,1
C15358,12,10,10,10,7,0,7,1,5,5,2,0,4,4,1,8,0,2
C15359,11,10,6,6,0,0,0,3,2,2,0,0,5,2,1,2,0,3
C15360,12,10,2,2,0,7,0,3,1,1,0,2,3,3,3,2,4,1
C15361,12,10,5,5,0,0,0,3,1,1,0,0,3,2,1,2,0,3
C15362,12,10,4,4,0,3,0,3,1,1,0,1,3,2,2,1,1,3
C15364,12,10,10,7,10,5,0,3,4,3,3,4,5,4,2,6,2,2
C15365,12,10,10,9,5,0,10,2,4,3,3,0,5,4,1,7,0,2
C15366,12,2,2,0,1,0,0,1,1,0,1,0,3,0,2,1,0,3
C15367,6,10,2,2,0,5,0,3,1,1,0,3,3,2,2,1,1,1
C15368,12,10,10,10,5,0,0,3,4,4,2,0,6,3,1,7,0,2
C15369,12,10,10,0,10,0,0,3,3,0,3,0,3,3,3,6,0,0
C15370,12,10,5,0,5,0,0,3,1,0,1,0,3,2,2,4,0,0
C15371,12,4,1,1,0,0,0,1,2,2,0,0,5,2,1,1,0,3
C15372,11,10,2,0,1,3,0,4,1,0,1,4,5,3,2,1,2,1
C15373,12,10,10,10,0,1,0,4,3,3,0,2,5,3,3,3,1,2
C15374,10,9,4,4,0,0,0,3,1,1,0,0,3,1,1,1,0,3
C15375,6,4,4,4,0,0,0,1,2,2,0,0,3,0,2,3,0,3
C15376,12,10,5,1,5,0,0,3,5,4,3,0,5,4,1,3,0,2
C15377,12,10,4,0,3,0,3,1,1,0,1,0,3,1,1,2,0,0
C15378,12,5,10,0,10,0,0,1,1,0,2,0,4,1,1,6,0,0
C15379,12,10,0,0,0,4,1,2,0,0,0,3,2,3,1,0,2,3
C15380,12,10,9,5,8,3,2,2,3,2,1,2,3,3,1,5,1,2
C15381,12,10,2,2,0,0,0,1,2,2,0,0,5,2,1,1,0,3
C15382,12,10,3,3,0,0,0,2,3,3,0,0,5,2,1,1,0,3
C15383,12,10,9,0,9,0,8,1,1,0,1,0,3,1,1,2,0,0
C15384,12,10,0,0,0,2,0,3,0,0,0,2,3,2,2,0,1,3
C15385,12,10,10,1,10,2,0,4,3,2,1,3,5,2,3,5,1,2
C15386,12,10,10,0,10,0,0,2,2,0,2,0,5,3,1,3,0,0
C15387,12,10,10,5,10,0,5,2,5,3,4,0,5,4,1,7,0,2
C15388,12,10,1,1,0,3,0,3,1,1,0,1,3,2,2,1,1,3
C15389,12,7,6,0,5,0,0,1,2,0,2,0,5,1,1,2,0,0
C15390,12,10,0,0,0,8,0,4,0,0,0,3,6,2,2,0,4,1
C15391,7,3,8,0,8,0,0,1,3,0,3,0,3,3,1,1,0,0
C15392,12,10,0,0,0,1,0,3,0,0,0,1,3,2,1,0,1,3
C15393,7,8,8,2,6,5,4,1,1,1,1,3,3,1,1,2,1,0
C15394,12,7,2,2,0,1,0,3,1,1,0,1,5,4,1,1,1,3
C15395,12,10,5,0,5,0,0,1,1,0,1,0,4,3,1,1,0,0
C15396,12,10,8,1,7,0,10,1,3,1,3,0,5,3,1,2,0,0
C15397,10,8,10,0,10,0,10,1,1,0,1,0,3,1,1,2,0,0
C15398,12,10,9,0,9,0,10,1,3,0,3,0,3,3,1,5,0,0
C15399,12,10,0,0,0,1,0,3,0,0,0,1,3,2,1,0,1,3
C15400,7,6,2,0,2,2,0,1,1,0,1,1,3,2,1,1,1,3
C15401,12,10,5,5,1,4,0,3,1,1,1,2,3,1,1,2,1,3
C15402,12,10,9,8,2,5,1,5,3,3,1,5,6,6,3,5,3,2
C15403,12,9,10,9,4,0,4,1,2,1,2,0,5,2,1,5,0,2
C15404,12,10,0,0,0,2,0,3,0,0,0,3,3,1,1,0,1,3
C15405,12,10,10,0,10,0,3,1,1,0,1,0,2,1,1,3,0,0
C15406,12,10,1,0,1,0,0,1,1,0,1,0,5,1,1,1,0,3
C15407,12,8,5,0,5,0,0,4,6,0,6,0,6,5,3,3,0,2
C15408,8,9,4,4,0,3,0,2,2,2,0,3,3,2,1,1,1,3
C15409,12,10,10,0,10,0,0,2,3,0,3,0,3,2,1,3,0,0
C15410,12,10,6,0,6,0,0,2,1,0,1,0,3,3,3,2,0,0
C15411,12,10,10,8,10,1,10,1,3,3,2,1,6,3,1,5,1,2
C15412,12,5,0,0,0,1,1,1,0,0,0,3,3,3,1,0,1,3
C15413,12,10,0,0,0,6,0,2,0,0,0,3,3,1,1,0,2,1
C15414,12,10,10,10,5,0,8,1,3,2,1,0,5,3,1,5,0,2
C15415,12,10,10,0,10,0,0,4,3,0,3,0,3,3,4,7,0,0
C15417,12,10,0,0,0,2,1,1,0,0,0,3,3,3,1,0,1,3
C15418,12,10,0,0,0,3,0,3,0,0,0,2,3,3,3,0,1,1
C15419,12,10,0,0,0,3,0,3,0,0,0,3,4,1,2,0,4,1
C15420,7,10,9,0,8,3,5,1,2,0,2,3,5,3,1,2,1,0
C15421,12,10,10,9,5,0,0,3,3,3,1,0,5,1,1,6,0,2
C15422,12,10,0,0,0,5,0,4,0,0,0,3,4,3,2,0,2,1
C15423,12,10,10,1,10,0,9,1,3,1,3,0,5,3,1,6,0,0
C15424,12,10,10,10,9,0,0,3,5,4,2,0,4,3,2,7,0,2
C15425,12,8,3,3,0,1,4,1,1,1,0,3,4,3,1,1,1,3
C15426,8,9,9,3,8,0,0,2,3,3,1,0,3,2,1,4,0,0
C15427,12,3,3,3,2,1,10,1,2,2,1,1,3,3,1,3,1,3
C15428,12,10,10,10,7,0,3,2,4,4,3,0,5,4,1,6,0,2
C15429,12,10,10,1,10,6,0,6,2,1,2,4,6,4,5,3,3,1
C15430,12,10,2,2,0,7,0,5,1,1,0,3,5,3,3,1,3,1
C15431,12,10,5,0,4,0,1,3,1,0,1,0,3,4,3,1,0,0
C15432,12,10,0,0,0,1,0,3,0,0,0,1,3,2,1,0,1,3
C15433,12,10,0,0,0,4,0,3,0,0,0,1,3,1,1,0,1,3
C15435,12,10,10,0,10,0,9,1,3,0,3,0,1,3,3,3,0,0
C15436,11,10,3,3,0,10,0,5,1,1,0,6,6,4,3,1,7,1
C15437,11,9,10,0,10,0,0,1,2,0,2,0,2,2,1,3,0,0
C15438,12,6,5,0,5,1,0,3,3,0,3,4,4,3,3,3,1,0
C15439,12,10,7,3,6,0,0,3,3,3,1,0,5,2,1,3,0,2
C15440,6,10,10,0,9,0,5,1,1,0,1,0,3,1,1,2,0,0
C15441,12,1,1,1,0,0,0,1,1,1,0,0,3,1,1,1,0,3
C15442,11,10,0,0,0,1,0,3,0,0,0,1,3,1,1,0,1,3
C15443,12,10,10,10,1,0,5,1,2,2,1,0,5,2,1,3,0,2
C15444,12,10,0,0,0,5,0,4,0,0,0,5,5,4,3,0,4,1
C15445,12,10,0,0,0,2,0,5,0,0,0,4,6,4,3,0,1,1
C15446,12,10,0,0,0,2,0,2,0,0,0,3,3,3,1,0,1,3
C15448,12,10,10,0,10,1,0,5,2,0,2,2,4,4,6,6,1,2
C15449,12,10,10,0,10,0,1,1,3,0,3,0,3,3,3,3,0,0
C15450,8,10,0,0,0,2,0,3,0,0,0,3,3,3,1,0,1,3
C15451,12,10,5,2,3,0,0,3,1,1,1,0,3,2,2,2,0,3
C15452,12,8,5,0,5,0,8,1,1,0,1,0,4,1,1,3,0,0
C15453,12,10,10,1,10,0,7,1,1,1,1,0,5,1,1,5,0,0
C15454,12,10,10,0,10,0,1,1,1,0,1,0,5,1,1,3,0,0
C15455,12,4,4,0,4,0,8,1,1,0,1,0,3,1,1,1,0,0
C15456,8,8,8,3,7,0,10,1,2,1,2,0,3,2,1,5,0,0
C15457,12,10,1,1,0,0,0,1,2,2,0,0,4,2,1,1,0,3
C15459,12,10,10,0,10,2,0,3,2,0,2,1,3,3,2,3,1,0
C15460,12,10,9,0,9,0,8,1,2,0,2,0,5,3,1,5,0,0
C15461,12,10,10,4,10,0,10,1,3,1,3,0,5,3,1,7,0,2
C15462,11,10,6,5,4,3,0,5,3,2,2,4,5,3,4,2,2,1
C15463,12,10,0,0,0,10,0,5,0,0,0,4,5,3,3,0,6,1
C15464,12,9,1,1,0,3,0,1,1,1,0,2,3,2,1,1,2,3
C15465,12,6,1,1,0,1,0,1,1,1,0,1,3,3,1,1,1,3
C15466,12,10,5,5,0,0,0,3,2,2,0,0,3,1,2,2,0,3
C15467,12,10,5,4,1,0,0,3,3,2,1,0,5,1,1,3,0,2
C15469,12,10,2,0,2,0,0,1,1,0,1,0,3,1,1,1,0,3
C15470,11,7,7,4,5,0,0,1,2,2,1,0,4,1,1,3,0,0
C15471,12,10,0,0,0,10,0,5,0,0,0,5,5,6,3,0,7,1
C15472,12,10,5,1,5,2,0,3,1,1,1,1,3,2,2,2,1,3
C15473,12,0,4,0,4,0,0,0,1,0,1,0,4,1,2,1,0,3
C15474,12,10,10,0,10,0,9,1,1,0,1,0,3,1,1,3,0,0
C15475,12,10,0,0,0,3,0,3,0,0,0,3,3,1,2,0,1,3
C15476,12,10,0,0,0,2,0,3,0,0,0,1,3,1,2,0,1,3
C15477,12,10,8,2,6,0,0,2,1,1,1,0,2,1,2,4,0,0
C15478,12,10,1,0,1,0,0,3,1,0,1,0,3,1,1,1,0,3
C15479,12,10,10,1,10,0,8,1,4,1,4,0,3,4,1,3,0,0
C15480,9,5,0,0,0,3,0,3,0,0,0,4,4,1,2,0,1,3
C15481,12,10,10,0,10,0,5,1,1,0,1,0,2,1,1,3,0,0
C15482,12,10,0,0,0,6,0,4,0,0,0,1,3,2,3,0,2,1
C15483,12,10,10,10,0,0,0,2,3,3,0,0,3,1,1,3,0,2
C15484,12,10,2,2,0,0,0,2,1,1,0,0,5,2,1,1,0,3
C15485,12,10,1,1,0,1,0,2,1,1,0,2,3,3,1,1,1,3
C15486,12,10,9,9,0,0,0,3,4,4,0,0,5,3,1,6,0,2
C15487,11,10,1,1,0,0,0,2,2,2,0,0,3,2,1,1,0,3
C15488,12,10,6,6,0,0,0,3,2,2,0,0,3,3,2,4,0,2
C15489,12,7,8,0,7,0,4,1,1,0,1,0,3,2,1,4,0,0
C15490,12,10,10,10,10,3,0,5,4,3,3,3,6,4,4,7,1,2
C15491,12,2,1,1,1,0,2,1,1,1,1,0,4,1,1,1,0,3
C15492,12,10,10,3,10,1,0,5,4,3,3,1,6,3,3,7,1,2
C15493,12,10,0,0,0,3,0,5,0,0,0,3,5,3,3,0,1,1
C15494,12,10,5,5,5,1,0,3,1,1,1,2,4,4,1,3,1,3
C15495,12,10,10,2,10,0,0,2,2,1,2,0,3,3,2,4,0,0
C15496,7,10,10,6,9,0,0,2,3,2,3,0,4,1,1,6,0,2
C15497,12,10,0,0,0,7,0,5,0,0,0,5,6,6,3,0,4,1
C15498,10,6,5,1,3,0,0,1,1,1,1,0,3,1,1,2,0,3
C15499,6,9,9,9,7,0,10,2,4,4,1,0,6,4,1,6,0,2
C15500,12,10,8,5,5,0,0,3,2,2,1,0,5,2,2,5,0,2
C15501,12,5,0,0,0,1,0,3,0,0,0,5,5,3,3,0,1,1
C15502,12,10,10,0,10,0,2,1,1,0,1,0,3,1,1,3,0,0
C15503,12,10,10,3,10,1,1,3,3,1,3,2,3,4,4,5,1,2
C15504,11,10,0,0,0,1,0,4,0,0,0,4,5,2,2,0,1,1
C15505,12,5,0,0,0,1,0,1,0,0,0,1,3,1,1,0,1,3
C15506,12,10,6,6,1,0,2,2,3,3,1,0,3,3,1,3,0,2
C15507,12,10,10,3,10,3,1,2,3,2,1,2,3,2,1,5,1,0
C15508,12,10,2,1,0,6,0,4,1,1,0,3,4,4,2,1,3,1
C15509,12,10,6,3,4,0,0,3,2,2,1,0,3,2,3,5,0,0
C15510,12,10,4,4,0,7,3,5,6,6,0,6,5,6,5,6,6,1
C15511,12,10,10,1,10,0,0,3,2,1,2,0,3,2,2,3,0,0
C15512,11,10,0,0,0,3,0,4,0,0,0,4,5,3,3,0,3,1
C15513,12,10,10,2,10,4,0,2,2,1,1,2,3,3,1,4,2,0
C15514,12,10,5,4,5,2,0,3,1,1,1,2,3,1,1,3,1,3
C15515,12,10,0,0,0,5,2,2,0,0,0,5,3,5,1,0,2,1
C15516,12,10,9,1,8,0,0,1,1,1,1,0,2,1,1,2,0,0
C15517,12,9,7,2,5,0,9,1,1,1,1,0,4,1,1,2,0,0
C15519,12,10,0,0,0,5,0,3,0,0,0,4,3,3,1,0,2,1
C15520,12,10,10,0,9,1,0,4,3,0,3,1,5,3,3,3,1,0
C15521,12,10,4,0,3,2,2,1,1,0,1,3,3,3,1,2,1,3
C15522,12,10,0,0,0,2,0,3,0,0,0,1,3,1,2,0,1,3
C15523,12,10,0,0,0,9,0,4,0,0,0,4,5,3,3,0,5,1
C15524,12,9,0,0,0,5,0,1,0,0,0,3,3,3,1,0,2,3
C15525,12,10,5,5,0,0,0,1,3,3,0,0,3,1,1,2,0,3
C15526,12,10,1,1,0,0,0,2,2,2,0,0,5,1,1,1,0,3
C15527,12,10,0,0,0,7,0,5,0,0,0,3,5,3,3,0,2,1
C15528,12,3,3,1,3,0,10,1,2,1,1,0,3,2,1,2,0,0
C15529,12,3,3,0,2,0,1,1,1,0,1,0,5,1,1,2,0,3
C15530,12,10,10,3,9,0,5,2,4,3,3,0,4,4,1,5,0,2
C15531,12,2,1,0,1,0,10,1,1,0,1,0,3,2,1,1,0,3
C15532,12,10,4,3,2,1,0,3,1,1,1,2,3,3,2,2,1,3
C15533,12,10,0,0,0,2,0,3,0,0,0,3,4,1,1,0,2,3
C15534,12,10,0,0,0,2,0,3,0,0,0,5,5,1,1,0,2,1
C15535,12,10,0,0,0,1,0,3,0,0,0,3,4,1,2,0,1,3
C15536,12,10,3,3,0,2,0,3,1,1,0,3,3,3,1,1,1,3
C15537,12,10,0,0,0,3,2,1,0,0,0,3,3,2,1,0,1,3
C15538,12,10,5,5,0,5,1,3,2,2,0,4,3,4,3,3,3,1
C15539,12,10,1,1,0,0,0,3,1,1,0,0,3,1,1,1,0,3
C15540,12,10,0,0,0,4,1,4,0,0,0,4,5,5,3,0,2,1
C15541,12,10,9,3,7,1,1,3,3,1,2,4,5,4,1,3,1,2
C15542,12,10,0,0,0,8,0,3,0,0,0,3,4,3,1,0,4,1
C15543,12,2,0,0,0,1,10,1,0,0,0,2,3,4,1,0,1,3
C15544,12,10,0,0,0,1,0,3,0,0,0,1,3,2,2,0,1,3
C15545,9,9,9,2,8,0,8,1,2,1,2,0,3,2,1,2,0,0
C15546,12,10,9,2,8,0,0,1,1,1,1,0,4,1,1,5,0,0
C15547,12,10,0,0,0,3,0,2,0,0,0,3,3,1,1,0,1,3
C15548,12,10,9,9,2,5,0,4,3,3,1,3,5,3,3,7,5,2
C15549,12,3,2,0,2,0,0,1,1,0,1,0,3,3,1,1,0,3
C15550,12,10,10,2,10,0,0,4,4,3,3,0,5,5,2,6,0,2
C15551,12,4,0,0,0,3,0,1,0,0,0,2,4,1,1,0,2,3
C15552,12,10,3,3,0,0,0,3,3,3,0,0,5,2,2,1,0,3
C15553,12,10,10,7,10,0,0,3,4,3,4,0,6,5,1,8,0,2
C15554,12,10,10,6,7,0,0,3,3,3,2,0,5,4,2,6,0,2
C15555,12,10,0,0,0,2,0,2,0,0,0,2,3,2,1,0,1,3
C15556,12,5,0,0,0,2,10,1,0,0,0,3,5,5,1,0,1,3
C15557,12,10,10,6,10,0,0,3,4,3,3,0,5,3,2,6,0,2
C15558,12,10,5,5,0,0,1,3,1,1,0,0,3,4,3,1,0,3
C15559,12,7,3,2,1,2,1,1,1,1,1,1,3,1,1,1,1,3
C15560,11,10,10,3,9,0,0,3,3,2,1,0,3,2,1,4,0,0
